,state,year,group,epsilon_it,event_time,tau_it,stupid_random_var,alpha_i,alpha_t,Y_it
533,34,1991,2004,-0.10955026440443212,-13,0,2,6.997315707405596,-1.105948056394126,11.781817386607038
534,35,1991,1998,0.4147027905917446,-7,0,2,6.38234810456565,-1.9700610887120322,16.82698980644536
535,36,1991,1998,-1.1055676545039426,-7,0,2,6.883927143972951,-0.41304414569829134,17.365315343770718
536,37,1991,1992,0.11780727905428297,-1,0,2,8.015771149771142,-0.9319549174944511,25.201623511330972
537,38,1991,1986,0.3854325969434834,5,6,2,8.803884437168815,-0.13828272652849416,39.051034307583805
538,39,1991,2004,-0.7392931228899208,-13,0,2,7.6605537243190005,-2.115375628316121,10.80588497311296
539,40,1991,1992,0.5718770216034645,-1,0,2,7.549810735148588,-1.1662349318992251,24.955452824852827
540,41,1991,2004,0.16924820374720706,-13,0,2,8.200527958856597,0.8247714030169615,15.194547565620766
541,42,1991,2004,-0.20764395695040064,-13,0,2,9.001206748929116,0.03133906198840308,14.824901853967118
542,43,1991,1992,0.3163909330531424,-1,0,2,7.156145183866458,1.8203675021442611,27.29290361906386
543,44,1991,1992,1.135346428902198,-1,0,2,6.503819046862763,-1.322895019555564,24.316270456209395
544,45,1991,1992,0.09093312752924758,-1,0,2,8.449463150508416,-0.028746250089107514,26.511650027948555
545,46,1991,1992,0.12411029315016804,-1,0,2,7.97928757408584,-1.3935076252040959,24.70989024203191
546,47,1991,1992,-0.22968044977012206,-1,0,2,8.89185980235269,-0.795694877197064,25.866484475385505
547,48,1991,2004,-0.4249221847323959,-13,0,2,9.452219681182529,-2.2181269834165747,12.809170513033557
548,49,1991,1992,0.4151679082721228,-1,0,2,9.346751590976988,1.1395840064415614,28.90150350569067
549,50,1991,1986,-0.4280419129544336,5,6,2,11.452467534470745,0.10377032189824015,41.12819594341455
550,1,1992,1998,0.035783118609696234,-6,0,2,0.52674476460232,0.4683793336940163,13.030907216906032
551,2,1992,1992,-0.23882872338255834,0,1,2,0.7004743596108284,0.604120889588518,20.065766525816787
552,3,1992,1998,0.23948991287319593,-6,0,2,1.222207144043402,1.7036387521047889,15.165335809021387
553,4,1992,2004,0.16683105264347414,-12,0,2,-0.3388331177807691,-2.679444223139724,3.148553711722981
554,5,1992,1998,0.5187699721289496,-6,0,2,2.0391117874202687,0.6592332397867988,15.217114999336017
555,6,1992,2004,-0.2550081994273735,-12,0,2,1.12423571346454,-0.05355912959927256,6.815668384437894
556,7,1992,2004,-0.13493746764668563,-12,0,2,2.0704806172412127,-2.173378838027035,5.762164311567492
557,8,1992,1986,-0.4893818578911537,6,7,2,0.5281427669598446,1.6071333364731597,32.645894245541854
558,9,1992,1998,-0.2221466300380558,-6,0,2,0.24624123398393571,-0.2638550369737713,11.760239566972109
559,10,1992,1986,0.1886502465224261,6,7,2,2.8178896580250288,0.3725237400465923,34.37906364459405
560,11,1992,1998,0.37849430832267594,-6,0,2,2.5764095260975166,-1.4239354869719998,13.530968347448193
561,12,1992,1998,-0.4610826620888127,-6,0,2,1.4979484456424896,-1.3191094514491861,11.717756332104491
562,13,1992,1986,0.4348029600528301,6,7,2,1.7303369187253057,2.649812095785926,35.81495197456406
563,14,1992,1986,0.6778189294024755,6,7,2,3.9254347844147692,0.6006828189574828,36.203936532774726
564,15,1992,1998,0.20671745161185043,-6,0,2,1.8105881071326722,0.18213000153145908,14.199435560275981
565,16,1992,1992,0.938397906279033,0,1,2,4.842672953255963,-0.7908993816675531,23.99017147786744
566,17,1992,2004,-0.3868945995517865,-12,0,2,2.499379265352131,-1.979852946221639,6.132631719578706
567,18,1992,1986,-0.6223273516557085,6,7,2,4.238391925608383,1.6819848092499423,36.29804938320262
568,19,1992,2004,-0.8893601244521393,-12,0,2,3.471381524251015,-2.5495762115515324,6.032445188247343
569,20,1992,1992,0.7480221557445915,0,1,2,4.603187431082343,-0.41521376790527154,23.93599581892166
570,21,1992,1992,0.3271828281770289,0,1,2,3.6558859978858074,0.03402741107223205,23.017096237135068
571,22,1992,1992,-0.027792335455227534,0,1,2,4.237207093927706,0.11137260184005242,23.32078736031253
572,23,1992,1986,0.13998431315991014,6,7,2,4.64091917539572,0.4209067149838438,36.20181020353947
573,24,1992,1992,-0.5627445236491883,0,1,2,3.797812544218527,0.3958197810959231,22.63088780166526
574,25,1992,1986,1.2228759898084132,6,7,2,5.740824345420126,1.2928557558178118,39.25655609104635
575,26,1992,1992,0.06461059098761375,0,1,2,4.686786433528415,0.73463754545933,24.48603456997536
576,27,1992,2004,0.054697397302446445,-12,0,2,5.1714000846599815,-2.185803808667827,9.0402936732946
577,28,1992,2004,0.362883311949346,-12,0,2,4.605650625391488,-1.4841550979287974,9.484378839412036
578,29,1992,1998,0.2405046158683566,-6,0,2,3.2376663412046893,0.5947628618769376,16.072933818949984
579,30,1992,2004,0.11194201213956569,-12,0,2,5.808972237399831,-0.3053528124261279,11.615561437113268
580,31,1992,1998,-0.39523722772265596,-6,0,2,8.612615421612915,-1.972859451481064,18.244518742409195
581,32,1992,2004,0.23573417856799786,-12,0,2,7.184604287898024,-0.8485200996477985,12.571818366818224
582,33,1992,1986,0.9410122482375168,6,7,2,6.580739620265605,-1.3782252493748102,37.14352661912831
583,34,1992,2004,0.6727100230774888,-12,0,2,6.537109170791732,-1.1530650979396306,12.056754095929591
584,35,1992,1998,0.7965933133196985,-6,0,2,7.022465892812046,1.297767016745977,21.11682622287772
585,36,1992,1998,-0.2556078382155926,-6,0,2,7.74711911517521,-1.5478927172689865,17.94361855969063
586,37,1992,1992,-0.49480241012929044,0,1,2,6.2191871846911555,-0.8343230454915821,23.890061729070283
587,38,1992,1986,-0.06289346004982407,6,7,2,8.714321694668872,1.3640297815728597,41.01545801619191
588,39,1992,2004,0.027862456144347302,-12,0,2,8.515381315441244,-2.742801515209646,11.800442256375945
589,40,1992,1992,0.5470957592354743,0,1,2,8.718185725707935,-0.6327550298850391,27.63252645505837
590,41,1992,2004,-0.8462323148574097,-12,0,2,8.638475738809726,-0.6035588624182475,13.188684561534068
591,42,1992,2004,0.7647751597303069,-12,0,2,8.41961665769399,-1.8342858476894033,13.350105969734892
592,43,1992,1992,-0.07900394928949471,0,1,2,9.27286123596682,-0.23596998721097162,27.957887299466353
593,44,1992,1992,-0.21344053497371002,0,1,2,9.391814133741379,0.7441857103150346,28.922559309082704
594,45,1992,1992,-0.5060521876300837,0,1,2,8.645959289058975,0.42154608353656126,27.56145318496545
595,46,1992,1992,-0.8274283359328847,0,1,2,8.626398227103099,0.2668183962954019,27.065788287465615
596,47,1992,1992,0.4115852919809573,0,1,2,9.501856295261987,-0.33912227927003874,28.574319307972907
597,48,1992,2004,0.036658983594201944,-12,0,2,11.149020151495186,-0.8299388847310448,16.355740250358345
598,49,1992,1992,-0.6449804498705269,0,1,2,8.5608929243461,-0.12373268009975662,26.792179794375816
599,50,1992,1986,-0.647539386031808,6,7,2,8.53247473424756,1.0578056099257849,39.942740958141535
600,1,1993,1998,-0.1678923496450641,-5,0,2,0.36476084123651675,-0.9969320251179783,11.199936466473474
601,2,1993,1992,0.8345107626446965,1,2,2,0.45088770185601806,-0.08256897437954111,21.202829490121175
602,3,1993,1998,-0.1297956756818024,-5,0,2,0.7733416643704082,-1.4899577925520138,11.153588196136592
603,4,1993,2004,-0.7515714765590531,-11,0,2,1.0439531979085004,-1.135007610006236,5.157374111343211
604,5,1993,1998,-0.12287153204297216,-5,0,2,0.7767977453651949,-1.3110008636288448,11.342925349693378
605,6,1993,2004,-0.13636178487383524,-11,0,2,2.689863438602082,-2.2140464501619936,6.339455203566253
606,7,1993,2004,-1.3484433214707858,-11,0,2,-0.20090397847651564,-0.8413388521446119,3.6093138479080866
607,8,1993,1986,-0.027147433258906103,7,8,2,0.7715029752197541,0.9127397758576604,33.65709531781851
608,9,1993,1998,-0.11546726510433898,-5,0,2,1.6967452398509526,0.2828737349485725,13.864151709695186
609,10,1993,1986,0.3481031824067092,7,8,2,0.35681118884583274,0.268874430424901,32.97378880167744
610,11,1993,1998,0.9244780474726726,-5,0,2,2.024145595567929,-0.09194715316324431,14.856676489877358
611,12,1993,1998,0.5632825147738787,-5,0,2,4.061470165728018,0.050797572273663216,16.675550252775558
612,13,1993,1986,-0.13444434527741528,7,8,2,2.620886488295962,1.1447738078315948,35.63121595085014
613,14,1993,1986,-0.5532629543708352,7,8,2,3.030700905718683,-0.12565368280214206,34.35178426854571
614,15,1993,1998,1.2866799016249302,-5,0,2,1.7398352348274198,-0.3506365177288111,14.675878618723539
615,16,1993,1992,0.02960921700724413,1,2,2,2.583638591960523,0.46414029605466134,23.07738810502243
616,17,1993,2004,0.0069646459564731015,-11,0,2,3.024803619676063,-1.092821533092058,7.938946732540478
617,18,1993,1986,-0.012062543555001639,7,8,2,3.282284903243766,-1.3864776583710845,33.88374470131768
618,19,1993,2004,0.09904238038392747,-11,0,2,5.081643795003768,-0.93951037602652,10.241175799361177
619,20,1993,1992,-0.07218020596197124,1,2,2,4.557691060725125,2.3125310393972422,26.7980418941604
620,21,1993,1992,-0.28683100344011814,1,2,2,3.088542043062968,-0.2600392687569827,22.541671770865868
621,22,1993,1992,-0.27342947062019607,1,2,2,4.646504778432005,-0.6280770978553212,23.74499820995649
622,23,1993,1986,-0.016376635107999193,7,8,2,5.098221748496785,1.0733485597113983,38.155193673100186
623,24,1993,1992,-0.2717123855668825,1,2,2,5.940149038521266,0.41237821046657175,26.080814863420954
624,25,1993,1986,-0.3564228913385822,7,8,2,6.580540686568374,1.8927351654164144,40.116852960646206
625,26,1993,1992,0.05321511384594842,1,2,2,4.1849058081721315,-1.1578681559088877,23.080252766109194
626,27,1993,2004,-0.12748860871042764,-11,0,2,4.589142488789662,-0.3686197474250077,10.093034132654227
627,28,1993,2004,0.7519964942913443,-11,0,2,4.342422141085383,-0.5095779387485366,10.584840696628191
628,29,1993,1998,-1.325484904196506,-5,0,2,5.565980140893019,-0.6421465369405461,15.598348699755967
629,30,1993,2004,0.5457534259612309,-11,0,2,6.466358374446335,-0.76131268207831,12.250799118329255
630,31,1993,1998,0.6230425962488145,-5,0,2,7.187334516589102,0.5294574815983573,20.339834594436276
631,32,1993,2004,-1.0366951162040747,-11,0,2,6.324048976357478,-0.22768461997154976,11.059669240181854
632,33,1993,1986,-0.17134379704017438,7,8,2,6.2801524767451555,-0.4430193120737286,37.665789367631255
633,34,1993,2004,-0.18572043299789573,-11,0,2,6.95175799224874,-0.2798418132445156,12.486195746006327
634,35,1993,1998,-0.7037558473589106,-5,0,2,6.164857098369977,-0.5646886050325185,16.896412645978547
635,36,1993,1998,-0.38890834379543765,-5,0,2,9.289538721694774,-0.42712590198448463,20.47350447591485
636,37,1993,1992,-0.5552879227329144,1,2,2,5.792338972881941,0.1731969910016945,25.410248041150723
637,38,1993,1986,0.8761352217118114,7,8,2,7.7847405788957245,0.54975701120174,41.210632811809276
638,39,1993,2004,0.4678391965737306,-11,0,2,9.823606219229639,0.09170749710706483,16.383152912910433
639,40,1993,1992,0.6357775474970794,1,2,2,8.006799844559998,0.01628204015078799,28.658859432207866
640,41,1993,2004,0.36083603202161757,-11,0,2,8.009960964998506,-2.219546128383169,12.151250868636954
641,42,1993,2004,-0.5645258856086146,-11,0,2,8.042554577189573,-1.493529855969729,11.98449883561123
642,43,1993,1992,-0.26226013313988683,1,2,2,8.419608318237591,0.27869471681047564,28.43604290190818
643,44,1993,1992,0.24468728061395903,1,2,2,10.172848474676531,1.3292147842970505,31.74675053958754
644,45,1993,1992,-0.6110639044459727,1,2,2,6.788138088670493,0.7030946849488335,26.880168869173353
645,46,1993,1992,0.35649921508619403,1,2,2,10.733433701296324,-0.750535278747044,30.33939763763547
646,47,1993,1992,-0.12016269907906751,1,2,2,7.976042847549856,2.5851899166788916,30.44107006514968
647,48,1993,2004,-0.18741040377479876,-11,0,2,9.333347670765585,-0.8352246890220205,14.310712577968767
648,49,1993,1992,0.35547998410174575,1,2,2,9.370755579701338,1.375390737999015,31.1016263018021
649,50,1993,1986,0.22213165574301988,7,8,2,10.58855326977072,0.5482855664227709,43.35897049193651
650,1,1994,1998,-0.18048308290953996,-4,0,2,-1.3981243518837476,0.13335924470544935,10.554751809912162
651,2,1994,1992,0.579664901682124,2,3,2,0.8621726660819429,1.0394685045184047,23.48130607228247
652,3,1994,1998,-0.5405316637999487,-4,0,2,2.6243096232868526,0.818194711754256,14.901972671241161
653,4,1994,2004,0.3079678034721319,-10,0,2,-0.5631740045928104,0.057368305378225015,5.802162104257547
654,5,1994,1998,0.2965506289841919,-4,0,2,1.1897061676103957,0.4721970000729778,13.958453796667566
655,6,1994,2004,-0.15477321965699514,-10,0,2,0.5380178222033909,-1.3150867311941086,5.0681578713522875
656,7,1994,2004,0.163066511121059,-10,0,2,1.8258872061930358,-1.5717460419560614,6.417207675358034
657,8,1994,1986,-0.6255567881926515,8,9,2,1.619147777415752,1.1326075103241977,35.1261984995473
658,9,1994,1998,0.4620135096034505,-4,0,2,1.1585130909556904,0.5331280723410693,14.15365467290021
659,10,1994,1986,-0.09245106822149451,8,9,2,2.487872284871074,0.577279299223393,35.97270051587297
660,11,1994,1998,-0.26136151025951976,-4,0,2,4.0043481097867435,0.6651719657143865,16.40815856524161
661,12,1994,1998,0.5245046129184446,-4,0,2,2.209096208272701,1.0526167454861795,15.786217566677326
662,13,1994,1986,-0.3521718452713796,8,9,2,3.3197579421481818,-0.11632091907341968,35.851265177803384
663,14,1994,1986,-0.7042306481817798,8,9,2,1.5067270421288361,-0.036920703796279875,33.765575690150776
664,15,1994,1998,-0.7783145867619519,-4,0,2,2.043563623181991,-0.5403750589053364,12.724873977514703
665,16,1994,1992,0.3030049756728198,2,3,2,3.6724062778803774,0.5076126681891964,25.483023921742394
666,17,1994,2004,-0.6402146762481415,-10,0,2,4.884116028535965,-1.5245670137670508,8.719334338520774
667,18,1994,1986,0.8773970909921823,8,9,2,3.95561334878566,2.1522026788671447,39.985213118644985
668,19,1994,2004,-1.040964703941861,-10,0,2,3.4869419694768453,-0.5759331384815488,7.870044127053435
669,20,1994,1992,0.8482281841450191,2,3,2,3.999291405423354,0.2394470482407395,26.086966637809113
670,21,1994,1992,0.1055087336013092,2,3,2,2.9495922660302827,-1.2359095238685276,22.819191475763063
671,22,1994,1992,-0.048356555935196194,2,3,2,5.004515326355367,-1.1158158164275072,24.840342953992664
672,23,1994,1986,-0.27245954340447487,8,9,2,5.482333062323409,1.0810092502818063,39.29088276920074
673,24,1994,1992,0.19956805717603543,2,3,2,4.3479096671669195,-1.9325956261548363,23.61488209818812
674,25,1994,1986,-0.018817351212424182,8,9,2,4.529957852240498,1.8126374096440718,39.32377791067215
675,26,1994,1992,0.5516509410082607,2,3,2,5.4658782296520485,0.04184615562767971,27.05937532628799
676,27,1994,2004,0.05711382433101982,-10,0,2,4.963280263959405,2.2430929695947333,13.263487057885158
677,28,1994,2004,0.0751508807309388,-10,0,2,5.533867385374177,1.3079162506161106,12.916934516721227
678,29,1994,1998,-0.18180610610692793,-4,0,2,7.899721789166515,-0.5814490692475167,19.13646661381207
679,30,1994,2004,-0.028472811860533728,-10,0,2,5.752974299254003,-1.106337002531315,10.618164484862154
680,31,1994,1998,0.1539008844460296,-4,0,2,5.841659847978778,0.5955815140020297,18.591142246426838
681,32,1994,2004,-0.8550841963283128,-10,0,2,5.752458194364841,0.7031726099180378,11.600546607954566
682,33,1994,1986,-0.6740927110528565,8,9,2,7.344191971499937,-0.8380290574360167,38.832070203011064
683,34,1994,2004,0.3716320470113575,-10,0,2,6.618775826781897,-2.786375465354687,10.204032408438568
684,35,1994,1998,0.08543271906397093,-4,0,2,6.350626961678574,-1.0220348055543815,17.414024875188165
685,36,1994,1998,-0.09199166817633957,-4,0,2,8.521304032273012,0.18273758317386435,20.612049947270535
686,37,1994,1992,0.00921696653269658,2,3,2,8.819603004513638,0.6968735905075971,30.52569356155393
687,38,1994,1986,0.17379085268083552,8,9,2,6.999576434261295,1.8697714549838502,42.04313874192598
688,39,1994,2004,-0.26987984015468075,-10,0,2,5.933460048639383,-2.1996975283653084,9.463882680119394
689,40,1994,1992,-0.38915236270115633,2,3,2,9.007513689836923,-2.1161438629688765,27.50221746416689
690,41,1994,2004,0.09792262754884078,-10,0,2,7.515370174239996,-0.1419858046978546,13.47130699709098
691,42,1994,2004,-0.489186388807516,-10,0,2,9.190625599162768,-1.8281962729652346,12.873242937390017
692,43,1994,1992,0.20412637785723592,2,3,2,6.629896182288164,-1.818487864388638,26.015534695756763
693,44,1994,1992,-0.8512918021189202,2,3,2,9.69259733829931,0.3450637459593816,30.186369282139772
694,45,1994,1992,0.5145778186628218,2,3,2,7.788828070719219,0.9931756882186773,30.29658157760072
695,46,1994,1992,0.2362987412065215,2,3,2,9.930764119066524,0.07794286787872275,31.245005728151767
696,47,1994,1992,0.12801486715693783,2,3,2,9.414273067836435,-0.25784838618248923,30.284439548810884
697,48,1994,2004,0.49134549197275695,-10,0,2,8.646060580603354,-1.1593622321459065,13.978043840430203
698,49,1994,1992,0.8327372222312883,2,3,2,9.39296368707322,-0.17058276240078285,31.055118146903727
699,50,1994,1986,0.5071850325090652,8,9,2,10.6863184569567,-0.5480471119401671,43.6454563775256
700,1,1995,1998,-0.9204371156658226,-3,0,2,0.3058944531152342,-1.014680676990432,10.37077666045898
701,2,1995,1992,-0.6397884833678508,3,4,2,0.9844129804724843,0.8212799050138145,23.16590440211845
702,3,1995,1998,-0.3124092888478394,-3,0,2,2.5764405845154856,0.02167854137650005,14.285709837044147
703,4,1995,2004,0.013045525105416893,-9,0,2,-0.7642416117110513,-0.7319401940331798,4.516863719361186
704,5,1995,1998,0.2588295102345615,-3,0,2,2.617212574968624,-1.2951484818533796,13.580893603349805
705,6,1995,2004,-0.3628719065767328,-9,0,2,1.304355937523213,-1.0815031621356672,5.859980868810813
706,7,1995,2004,0.09338338223853916,-9,0,2,0.5012159516768717,-3.0770650464428546,3.5175342874725564
707,8,1995,1986,-0.3776914661766613,9,10,2,0.2696863742610103,1.0784766638853898,34.97047157196974
708,9,1995,1998,-0.3057589014959741,-3,0,2,1.6108796092229665,1.1288577078135673,14.43397841554056
709,10,1995,1986,-0.7033305484241111,9,10,2,2.9216501119244596,-0.5741321320421057,35.64418743145824
710,11,1995,1998,-0.46161662305545215,-3,0,2,2.072450879622466,-0.8859276733177553,12.724906583249258
711,12,1995,1998,-0.6758423028081668,-3,0,2,3.9111549302473474,0.02910677871012951,15.26441940614931
712,13,1995,1986,-0.48793662648866637,9,10,2,1.1488243099484412,2.1528426344274836,36.813730317887256
713,14,1995,1986,0.5268208983039198,9,10,2,2.7879110521539454,0.4517753836998506,37.766507334157716
714,15,1995,1998,-0.4746994444159715,-3,0,2,1.747606555586881,-0.9922503292658964,12.280656781905012
715,16,1995,1992,1.3161910324186954,3,4,2,3.563631882624968,-1.668923142416083,25.21089977262758
716,17,1995,2004,0.2466589504404446,-9,0,2,4.2868873900973,-0.7965618706918937,9.73698446984585
717,18,1995,1986,0.09241806184743695,9,10,2,3.1792382063189466,2.942076040143744,40.21373230831013
718,19,1995,2004,-0.4291788900906068,-9,0,2,1.1957861433728656,-0.6226415380353241,6.143965715246935
719,20,1995,1992,0.3501549397044957,3,4,2,4.198948146796495,0.27772102081628675,26.82682410731728
720,21,1995,1992,-0.28781891311888697,3,4,2,4.63673855173351,0.6220823107669855,26.97100194938161
721,22,1995,1992,0.06100490732268072,3,4,2,4.804294754961698,0.288907996051398,27.15420765833578
722,23,1995,1986,1.2800422691343973,9,10,2,5.835782191822154,0.08698562773987017,41.202810088696424
723,24,1995,1992,-0.048029949862324936,3,4,2,3.7289463203509507,1.1232799156777054,26.80419628616633
724,25,1995,1986,0.5746366631428379,9,10,2,5.68021610545045,1.1257615231117544,41.380614291705044
725,26,1995,1992,-0.3515882125629437,3,4,2,6.392507512477975,0.31761325193365736,28.35853255184869
726,27,1995,2004,-0.01749424524848085,-9,0,2,3.6214124159934835,-1.87536602727825,7.728552143466753
727,28,1995,2004,0.885400317817755,-9,0,2,5.919651825918977,0.4035079319347591,13.20856007567149
728,29,1995,1998,-0.3134835288938837,-3,0,2,5.2958201689923285,0.36470274533310987,17.347039385431554
729,30,1995,2004,0.9062242789984644,-9,0,2,5.918477326898354,-1.452920837367302,11.371780768529515
730,31,1995,1998,0.3538759677277377,-3,0,2,6.5476764835383365,0.7018248536819371,19.603377304948012
731,32,1995,2004,-0.2812333879471338,-9,0,2,5.912771435886448,-1.3975708383852072,10.233967209554107
732,33,1995,1986,0.3162038695277605,9,10,2,5.924291920838388,0.11799650748896306,40.358492297855115
733,34,1995,2004,0.48627722481336494,-9,0,2,6.834152417488024,-1.6597031174802872,11.6607265248211
734,35,1995,1998,0.3109049811085982,-3,0,2,5.912754061137197,-2.0710685530880912,16.152590489157703
735,36,1995,1998,-0.7851123599452282,-3,0,2,6.114174871114814,0.1715423804182057,17.50060489158779
736,37,1995,1992,-0.3635685879124343,3,4,2,8.079373282956503,-1.5311448783383501,28.184659816705718
737,38,1995,1986,-0.12375931777575237,9,10,2,6.451205964841344,-0.3284438312657626,39.99900281579983
738,39,1995,2004,-0.03721671455002314,-9,0,2,8.466312500909211,-2.975588009078533,11.453507777280654
739,40,1995,1992,0.310336048775339,3,4,2,8.46259129285395,0.213930307209107,30.986857648838395
740,41,1995,2004,0.08885050046662692,-9,0,2,6.474193271209403,-1.050320460271872,11.512723311404159
741,42,1995,2004,-0.6676721793550506,-9,0,2,7.722435347664345,-1.2266962131863641,11.828066955122932
742,43,1995,1992,0.1900989255029816,3,4,2,9.794109403047372,-0.7425776946705762,31.24163063387978
743,44,1995,1992,0.3052928726419116,3,4,2,7.818834468860319,-0.87223375343664,29.25189358806559
744,45,1995,1992,0.2798952239655199,3,4,2,8.535595737690612,0.7643698635465742,31.579860825202708
745,46,1995,1992,0.5403903627773109,3,4,2,9.662060893251896,-0.25055193170848766,31.95189932432072
746,47,1995,1992,0.41696107727445203,3,4,2,10.183390509282596,0.6163583215361448,33.21670990809319
747,48,1995,2004,0.22959003961421834,-9,0,2,9.348461113955503,-1.7852486861242225,13.7928024674455
748,49,1995,1992,-0.035082855729323514,3,4,2,9.202489805308359,0.4810627427710824,31.64846969235012
749,50,1995,1986,-0.8304804667579957,9,10,2,11.422369861698508,2.2032780373160636,46.79516743225658
750,1,1996,1998,0.21480910956629293,-2,0,2,1.9388996637975788,0.3861658003927833,14.539874573756656
751,2,1996,1992,0.10384384358155557,4,5,2,1.3788580507817954,-0.012413818216480355,24.470288076146872
752,3,1996,1998,0.13578941859768673,-2,0,2,0.685318142565024,0.05719897035592736,12.878306531518637
753,4,1996,2004,-0.6383742879101547,-8,0,2,-0.008265721640926316,-1.0406651745302131,4.3126948159187055
754,5,1996,1998,-0.5405282702041312,-2,0,2,0.16955559344343474,-0.19211981530527186,11.436907507934032
755,6,1996,2004,0.5265764266664518,-8,0,2,1.7225141052657573,-1.1256110521485037,7.123479479783706
756,7,1996,2004,-0.01977757692832752,-8,0,2,1.8183982208886835,-0.9643352058853912,6.834285438074965
757,8,1996,1986,0.3407503486863122,10,11,2,3.0015985929464293,1.2120933530741753,39.55444229470692
758,9,1996,1998,0.014159188065230586,-2,0,2,2.450450092536139,-1.1933586995819507,13.27125058101942
759,10,1996,1986,0.014878069747872594,10,11,2,0.496919698240182,-0.015878826989978334,35.49591894099808
760,11,1996,1998,0.46914190298799885,-2,0,2,3.2519476177229185,-1.588542553831211,14.132546966879707
761,12,1996,1998,-0.25802236410868695,-2,0,2,1.4019393726855869,-1.8002711045037099,11.34364590407319
762,13,1996,1986,0.04806038847049168,10,11,2,2.2160287280476485,-0.21728269222047936,37.04680642429766
763,14,1996,1986,-0.23113764435252124,10,11,2,3.050200206251694,1.159462506804129,38.978525068703306
764,15,1996,1998,-0.2172481137161578,-2,0,2,4.995667489783965,-1.092787515491884,15.685631860575922
765,16,1996,1992,-0.15458606173431969,4,5,2,6.309918556005361,0.9136144642310963,30.06894695850214
766,17,1996,2004,0.11106688581685642,-8,0,2,4.006723059136183,-0.7652862512474382,9.352503693705602
767,18,1996,1986,-0.23937431083173866,10,11,2,3.416803381279612,-0.9685042134380537,37.20892485700982
768,19,1996,2004,0.6278780627867604,-8,0,2,4.33450564848055,-0.14502441577831027,10.817359295489002
769,20,1996,1992,-0.44730365110975195,4,5,2,4.887655425873836,1.21079864559171,28.651150420355794
770,21,1996,1992,-0.09343582208067952,4,5,2,3.8793323744428085,-0.5938626748348533,26.192033877527273
771,22,1996,1992,-0.21986552913708746,4,5,2,6.195211355912322,0.8201915428949916,29.795537369670225
772,23,1996,1986,0.7234889421768664,10,11,2,4.830070759191401,0.14350176259080105,40.69706146395907
773,24,1996,1992,0.09827738825578732,4,5,2,5.297743089091394,0.4976703767483354,28.893690854095517
774,25,1996,1986,0.5159222697343174,10,11,2,5.665924252054461,-0.2644984069549656,40.917348114833814
775,26,1996,1992,-0.742780186518486,4,5,2,5.621586610614456,-1.3931064525345769,26.485699971561395
776,27,1996,2004,0.13352513293462942,-8,0,2,6.238940500469613,-1.1828171896129687,11.189648443791274
777,28,1996,2004,0.4448153978117185,-8,0,2,4.982746813453076,-0.9237289462748361,10.503833264989959
778,29,1996,1998,0.04114199463771209,-2,0,2,5.24169824605397,-0.597679693614604,16.68516054707708
779,30,1996,2004,0.5327401875326756,-8,0,2,4.899845767028305,-1.9840305582225595,9.44855539633842
780,31,1996,1998,-0.2586442250501861,-2,0,2,6.639501230620226,-0.5998990621311371,17.780957943438903
781,32,1996,2004,0.70467372009279,-8,0,2,7.178936503512114,-0.5307052474192661,13.352904976185638
782,33,1996,1986,1.1494490618096251,10,11,2,7.057772866151885,0.955106969877463,44.162328897838975
783,34,1996,2004,-0.18141928021982953,-8,0,2,8.474492433347537,-0.6174989694007866,13.675574183726921
784,35,1996,1998,-0.2227512607003859,-2,0,2,6.9944039811709535,-0.870115200454233,17.901537520016333
785,36,1996,1998,0.7266922385588505,-2,0,2,7.868741655592513,0.9717179147161596,21.56715180886752
786,37,1996,1992,0.7897860728653562,4,5,2,6.308299123860686,-0.7761733365547806,29.321911860171262
787,38,1996,1986,-0.26143001357663415,10,11,2,7.212900297525598,1.4875602970867186,43.43903058103568
788,39,1996,2004,-0.21009340854792863,-8,0,2,8.495537757565778,0.3818910929599615,14.66733544197781
789,40,1996,1992,-0.1408923044302536,4,5,2,8.849102110743145,0.8809080927488955,32.58911789906178
790,41,1996,2004,-0.6722252555171385,-8,0,2,7.906033052335817,-1.00252422706483,12.231283569753849
791,42,1996,2004,-0.4593259732420991,-8,0,2,8.328400748141933,-1.3282970466629793,12.540777728236854
792,43,1996,1992,-0.5020703833760339,4,5,2,7.08212625331919,1.4360876510462561,31.01614352098941
793,44,1996,1992,-0.3838987825520642,4,5,2,8.442970799193391,-1.022974925261673,30.036097091379652
794,45,1996,1992,-0.01734244369339059,4,5,2,9.890383163519786,-0.5701242603796436,32.30291645944675
795,46,1996,1992,0.11710736626826038,4,5,2,9.775205016106565,0.002442234508278629,32.894754616883105
796,47,1996,1992,0.7752502464070384,4,5,2,9.90066572138121,1.6376537575119983,35.31356972530024
797,48,1996,2004,-0.4991770203693955,-8,0,2,9.649773687180959,-0.420232363959104,14.730364302852461
798,49,1996,1992,0.4921611992382919,4,5,2,9.807063158628177,-0.5680457585102453,32.73117859935623
799,50,1996,1986,-0.10699442211275448,10,11,2,9.339678860526552,0.6896922946150963,44.92237673302889
800,1,1997,1998,-0.024731854826216475,-1,0,2,0.8988284202025347,-0.7143231440962944,12.159773421280024
801,2,1997,1992,0.3374097460833019,5,6,2,0.8209729443893898,-0.2097889922335351,24.948593698239158
